unit,geo,year,value
GDP_BEUR,AT,2017 ,
GDP_BEUR,AU,2017 ,
GDP_BEUR,BE,2017 ,
GDP_BEUR,BG,2017 ,
GDP_BEUR,BR,2017 ,
GDP_BEUR,CA,2017 ,
GDP_BEUR,CH,2017 ,
GDP_BEUR,CY,2017 ,
GDP_BEUR,CZ,2017 ,
GDP_BEUR,DE,2017 ,
GDP_BEUR,DK,2017 ,
GDP_BEUR,EA18,2017 ,
GDP_BEUR,EE,2017 ,
GDP_BEUR,EL,2017 ,
GDP_BEUR,ES,2017 ,
GDP_BEUR,EU28,2017 ,
GDP_BEUR,FI,2017 ,
GDP_BEUR,FR,2017 ,
GDP_BEUR,HR,2017 ,
GDP_BEUR,HU,2017 ,
GDP_BEUR,IE,2017 ,
GDP_BEUR,IL,2017 ,
GDP_BEUR,IN,2017 ,
GDP_BEUR,IS,2017 ,
GDP_BEUR,IT,2017 ,
GDP_BEUR,JP,2017 ,
GDP_BEUR,KR,2017 ,
GDP_BEUR,LI,2017 ,
GDP_BEUR,LT,2017 ,
GDP_BEUR,LU,2017 ,
GDP_BEUR,LV,2017 ,
GDP_BEUR,MT,2017 ,
GDP_BEUR,MX,2017 ,
GDP_BEUR,NL,2017 ,
GDP_BEUR,NO,2017 ,
GDP_BEUR,NZ,2017 ,
GDP_BEUR,PL,2017 ,
GDP_BEUR,PT,2017 ,
GDP_BEUR,RO,2017 ,
GDP_BEUR,RU,2017 ,
GDP_BEUR,SE,2017 ,
GDP_BEUR,SI,2017 ,
GDP_BEUR,SK,2017 ,
GDP_BEUR,TR,2017 ,
GDP_BEUR,UK,2017 ,
GDP_BEUR,US,2017 ,
GDP_BEUR,ZA,2017 ,
MIO_PPS,AT,2017 ,
MIO_PPS,BE,2017 ,
MIO_PPS,BG,2017 ,
MIO_PPS,CH,2017 ,
MIO_PPS,CY,2017 ,
MIO_PPS,CZ,2017 ,
MIO_PPS,DE,2017 ,
MIO_PPS,DK,2017 ,
MIO_PPS,EA18,2017 ,
MIO_PPS,EE,2017 ,
MIO_PPS,EL,2017 ,
MIO_PPS,ES,2017 ,
MIO_PPS,EU28,2017 ,
MIO_PPS,FI,2017 ,
MIO_PPS,FR,2017 ,
MIO_PPS,HR,2017 ,
MIO_PPS,HU,2017 ,
MIO_PPS,IE,2017 ,
MIO_PPS,IS,2017 ,
MIO_PPS,IT,2017 ,
MIO_PPS,JP,2017 ,
MIO_PPS,LT,2017 ,
MIO_PPS,LU,2017 ,
MIO_PPS,LV,2017 ,
MIO_PPS,MT,2017 ,
MIO_PPS,NL,2017 ,
MIO_PPS,NO,2017 ,
MIO_PPS,PL,2017 ,
MIO_PPS,PT,2017 ,
MIO_PPS,RO,2017 ,
MIO_PPS,SE,2017 ,
MIO_PPS,SI,2017 ,
MIO_PPS,SK,2017 ,
MIO_PPS,TR,2017 ,
MIO_PPS,UK,2017 ,
MIO_PPS,US,2017 ,
NR,AT,2017 ,2029.62
NR,AU,2017 ,
NR,BE,2017 ,1655.44
NR,BG,2017 ,29.33
NR,BR,2017 ,
NR,CA,2017 ,
NR,CH,2017 ,
NR,CN_X_HK,2017 ,
NR,CY,2017 ,9.08
NR,CZ,2017 ,357.38
NR,DE,2017 ,18881.7
NR,DK,2017 ,1417.73
NR,EA18,2017 ,43549.64
NR,EA19,2017 ,43571.2
NR,EE,2017 ,36.31
NR,EL,2017 ,90.25
NR,ES,2017 ,1654.56
NR,EU27_2020,2017 ,49211.8
NR,EU28,2017 ,54648.82
NR,FI,2017 ,1296.99
NR,FR,2017 ,9502.67
NR,HK,2017 ,
NR,HR,2017 ,19.94
NR,HU,2017 ,196.77
NR,IE,2017 ,371.46
NR,IL,2017 ,
NR,IN,2017 ,
NR,IS,2017 ,
NR,IT,2017 ,4148.0
NR,JP,2017 ,
NR,KR,2017 ,
NR,LI,2017 ,
NR,LT,2017 ,21.57
NR,LU,2017 ,55.49
NR,LV,2017 ,22.26
NR,MT,2017 ,6.63
NR,MX,2017 ,
NR,NL,2017 ,3477.55
NR,NO,2017 ,
NR,NZ,2017 ,
NR,PL,2017 ,686.64
NR,PT,2017 ,142.23
NR,RO,2017 ,99.57
NR,RU,2017 ,
NR,SE,2017 ,2833.23
NR,SG,2017 ,
NR,SI,2017 ,114.25
NR,SK,2017 ,55.14
NR,TR,2017 ,
NR,TW,2017 ,
NR,UK,2017 ,5437.02
NR,US,2017 ,
NR,WORLD,2017 ,
NR,ZA,2017 ,
PPS_HAB,AT,2017 ,
PPS_HAB,BE,2017 ,
PPS_HAB,BG,2017 ,
PPS_HAB,CH,2017 ,
PPS_HAB,CY,2017 ,
PPS_HAB,CZ,2017 ,
PPS_HAB,DE,2017 ,
PPS_HAB,DK,2017 ,
PPS_HAB,EA18,2017 ,
PPS_HAB,EE,2017 ,
PPS_HAB,EL,2017 ,
PPS_HAB,ES,2017 ,
PPS_HAB,EU28,2017 ,
PPS_HAB,FI,2017 ,
PPS_HAB,FR,2017 ,
PPS_HAB,HR,2017 ,
PPS_HAB,HU,2017 ,
PPS_HAB,IE,2017 ,
PPS_HAB,IS,2017 ,
PPS_HAB,IT,2017 ,
PPS_HAB,JP,2017 ,
PPS_HAB,LT,2017 ,
PPS_HAB,LU,2017 ,
PPS_HAB,LV,2017 ,
PPS_HAB,MT,2017 ,
PPS_HAB,NL,2017 ,
PPS_HAB,NO,2017 ,
PPS_HAB,PL,2017 ,
PPS_HAB,PT,2017 ,
PPS_HAB,RO,2017 ,
PPS_HAB,SE,2017 ,
PPS_HAB,SI,2017 ,
PPS_HAB,SK,2017 ,
PPS_HAB,TR,2017 ,
PPS_HAB,UK,2017 ,
PPS_HAB,US,2017 ,
P_BERD,AT,2017 ,
P_BERD,BE,2017 ,
P_BERD,BG,2017 ,
P_BERD,CH,2017 ,
P_BERD,CN_X_HK,2017 ,
P_BERD,CY,2017 ,
P_BERD,CZ,2017 ,
P_BERD,DE,2017 ,
P_BERD,DK,2017 ,
P_BERD,EA19,2017 ,
P_BERD,EE,2017 ,
P_BERD,EL,2017 ,
P_BERD,ES,2017 ,
P_BERD,EU28,2017 ,
P_BERD,FI,2017 ,
P_BERD,FR,2017 ,
P_BERD,HR,2017 ,
P_BERD,HU,2017 ,
P_BERD,IE,2017 ,
P_BERD,IS,2017 ,
P_BERD,IT,2017 ,
P_BERD,JP,2017 ,
P_BERD,KR,2017 ,
P_BERD,LT,2017 ,
P_BERD,LU,2017 ,
P_BERD,LV,2017 ,
P_BERD,MT,2017 ,
P_BERD,NL,2017 ,
P_BERD,NO,2017 ,
P_BERD,PL,2017 ,
P_BERD,PT,2017 ,
P_BERD,RO,2017 ,
P_BERD,RU,2017 ,
P_BERD,SE,2017 ,
P_BERD,SI,2017 ,
P_BERD,SK,2017 ,
P_BERD,TR,2017 ,
P_BERD,UK,2017 ,
P_BERD,US,2017 ,
P_GERD,AT,2017 ,
P_GERD,BE,2017 ,
P_GERD,BG,2017 ,
P_GERD,CH,2017 ,
P_GERD,CN_X_HK,2017 ,
P_GERD,CY,2017 ,
P_GERD,CZ,2017 ,
P_GERD,DE,2017 ,
P_GERD,DK,2017 ,
P_GERD,EA19,2017 ,
P_GERD,EE,2017 ,
P_GERD,EL,2017 ,
P_GERD,ES,2017 ,
P_GERD,EU28,2017 ,
P_GERD,FI,2017 ,
P_GERD,FR,2017 ,
P_GERD,HR,2017 ,
P_GERD,HU,2017 ,
P_GERD,IE,2017 ,
P_GERD,IS,2017 ,
P_GERD,IT,2017 ,
P_GERD,JP,2017 ,
P_GERD,KR,2017 ,
P_GERD,LT,2017 ,
P_GERD,LU,2017 ,
P_GERD,LV,2017 ,
P_GERD,MT,2017 ,
P_GERD,NL,2017 ,
P_GERD,NO,2017 ,
P_GERD,PL,2017 ,
P_GERD,PT,2017 ,
P_GERD,RO,2017 ,
P_GERD,RU,2017 ,
P_GERD,SE,2017 ,
P_GERD,SI,2017 ,
P_GERD,SK,2017 ,
P_GERD,TR,2017 ,
P_GERD,UK,2017 ,
P_GERD,US,2017 ,
P_MACT,AT,2017 ,
P_MACT,BE,2017 ,
P_MACT,BG,2017 ,
P_MACT,CY,2017 ,
P_MACT,CZ,2017 ,
P_MACT,DE,2017 ,
P_MACT,DK,2017 ,
P_MACT,EA18,2017 ,
P_MACT,EA19,2017 ,
P_MACT,EE,2017 ,
P_MACT,EL,2017 ,
P_MACT,ES,2017 ,
P_MACT,EU28,2017 ,
P_MACT,FI,2017 ,
P_MACT,FR,2017 ,
P_MACT,HR,2017 ,
P_MACT,HU,2017 ,
P_MACT,IE,2017 ,
P_MACT,IS,2017 ,
P_MACT,IT,2017 ,
P_MACT,LT,2017 ,
P_MACT,LU,2017 ,
P_MACT,LV,2017 ,
P_MACT,MT,2017 ,
P_MACT,NL,2017 ,
P_MACT,NO,2017 ,
P_MACT,PL,2017 ,
P_MACT,PT,2017 ,
P_MACT,RO,2017 ,
P_MACT,SE,2017 ,
P_MACT,SI,2017 ,
P_MACT,SK,2017 ,
P_MACT,TR,2017 ,
P_MACT,UK,2017 ,
P_MHAB,AT,2017 ,231.35
P_MHAB,AU,2017 ,
P_MHAB,BE,2017 ,145.83
P_MHAB,BG,2017 ,4.13
P_MHAB,BR,2017 ,
P_MHAB,CA,2017 ,
P_MHAB,CH,2017 ,
P_MHAB,CY,2017 ,10.62
P_MHAB,CZ,2017 ,33.78
P_MHAB,DE,2017 ,228.81
P_MHAB,DK,2017 ,246.61
P_MHAB,EA18,2017 ,128.89
P_MHAB,EA19,2017 ,127.88
P_MHAB,EE,2017 ,27.6
P_MHAB,EL,2017 ,8.38
P_MHAB,ES,2017 ,35.56
P_MHAB,EU28,2017 ,106.84
P_MHAB,FI,2017 ,235.68
P_MHAB,FR,2017 ,141.85
P_MHAB,HR,2017 ,4.8
P_MHAB,HU,2017 ,20.08
P_MHAB,IE,2017 ,77.64
P_MHAB,IL,2017 ,
P_MHAB,IN,2017 ,
P_MHAB,IS,2017 ,
P_MHAB,IT,2017 ,68.46
P_MHAB,JP,2017 ,
P_MHAB,KR,2017 ,
P_MHAB,LI,2017 ,
P_MHAB,LT,2017 ,7.57
P_MHAB,LU,2017 ,93.94
P_MHAB,LV,2017 ,11.41
P_MHAB,MT,2017 ,14.4
P_MHAB,MX,2017 ,
P_MHAB,NL,2017 ,203.59
P_MHAB,NO,2017 ,
P_MHAB,NZ,2017 ,
P_MHAB,PL,2017 ,18.08
P_MHAB,PT,2017 ,13.8
P_MHAB,RO,2017 ,5.07
P_MHAB,RU,2017 ,
P_MHAB,SE,2017 ,283.46
P_MHAB,SI,2017 ,55.3
P_MHAB,SK,2017 ,10.14
P_MHAB,TR,2017 ,
P_MHAB,UK,2017 ,82.62
P_MHAB,US,2017 ,
P_MHAB,ZA,2017 ,
GDP_BEUR,AT,2016 ,
GDP_BEUR,AU,2016 ,
GDP_BEUR,BE,2016 ,
GDP_BEUR,BG,2016 ,
GDP_BEUR,BR,2016 ,
GDP_BEUR,CA,2016 ,
GDP_BEUR,CH,2016 ,
GDP_BEUR,CY,2016 ,
GDP_BEUR,CZ,2016 ,
GDP_BEUR,DE,2016 ,
GDP_BEUR,DK,2016 ,
GDP_BEUR,EA18,2016 ,
GDP_BEUR,EE,2016 ,
GDP_BEUR,EL,2016 ,
GDP_BEUR,ES,2016 ,
GDP_BEUR,EU28,2016 ,
GDP_BEUR,FI,2016 ,
GDP_BEUR,FR,2016 ,
GDP_BEUR,HR,2016 ,
GDP_BEUR,HU,2016 ,
GDP_BEUR,IE,2016 ,
GDP_BEUR,IL,2016 ,
GDP_BEUR,IN,2016 ,
GDP_BEUR,IS,2016 ,
GDP_BEUR,IT,2016 ,
GDP_BEUR,JP,2016 ,
GDP_BEUR,KR,2016 ,
GDP_BEUR,LI,2016 ,
GDP_BEUR,LT,2016 ,
GDP_BEUR,LU,2016 ,
GDP_BEUR,LV,2016 ,
GDP_BEUR,MT,2016 ,
GDP_BEUR,MX,2016 ,
GDP_BEUR,NL,2016 ,
GDP_BEUR,NO,2016 ,
GDP_BEUR,NZ,2016 ,
GDP_BEUR,PL,2016 ,
GDP_BEUR,PT,2016 ,
GDP_BEUR,RO,2016 ,
GDP_BEUR,RU,2016 ,
GDP_BEUR,SE,2016 ,
GDP_BEUR,SI,2016 ,
GDP_BEUR,SK,2016 ,
GDP_BEUR,TR,2016 ,
GDP_BEUR,UK,2016 ,
GDP_BEUR,US,2016 ,
GDP_BEUR,ZA,2016 ,
MIO_PPS,AT,2016 ,
MIO_PPS,BE,2016 ,
MIO_PPS,BG,2016 ,
MIO_PPS,CH,2016 ,
MIO_PPS,CY,2016 ,
MIO_PPS,CZ,2016 ,
MIO_PPS,DE,2016 ,
MIO_PPS,DK,2016 ,
MIO_PPS,EA18,2016 ,
MIO_PPS,EE,2016 ,
MIO_PPS,EL,2016 ,
MIO_PPS,ES,2016 ,
MIO_PPS,EU28,2016 ,
MIO_PPS,FI,2016 ,
MIO_PPS,FR,2016 ,
MIO_PPS,HR,2016 ,
MIO_PPS,HU,2016 ,
MIO_PPS,IE,2016 ,
MIO_PPS,IS,2016 ,
MIO_PPS,IT,2016 ,
MIO_PPS,JP,2016 ,
MIO_PPS,LT,2016 ,
MIO_PPS,LU,2016 ,
MIO_PPS,LV,2016 ,
MIO_PPS,MT,2016 ,
MIO_PPS,NL,2016 ,
MIO_PPS,NO,2016 ,
MIO_PPS,PL,2016 ,
MIO_PPS,PT,2016 ,
MIO_PPS,RO,2016 ,
MIO_PPS,SE,2016 ,
MIO_PPS,SI,2016 ,
MIO_PPS,SK,2016 ,
MIO_PPS,TR,2016 ,
MIO_PPS,UK,2016 ,
MIO_PPS,US,2016 ,
NR,AT,2016 ,2025.15
NR,AU,2016 ,
NR,BE,2016 ,1589.1
NR,BG,2016 ,31.06
NR,BR,2016 ,
NR,CA,2016 ,
NR,CH,2016 ,
NR,CN_X_HK,2016 ,
NR,CY,2016 ,9.32
NR,CZ,2016 ,318.67
NR,DE,2016 ,20138.13
NR,DK,2016 ,1372.4
NR,EA18,2016 ,44850.64
NR,EA19,2016 ,44869.78
NR,EE,2016 ,33.01
NR,EL,2016 ,92.14
NR,ES,2016 ,1641.48
NR,EU27_2020,2016 ,50440.8
NR,EU28,2016 ,55984.19
NR,FI,2016 ,1314.93
NR,FR,2016 ,9555.39
NR,HK,2016 ,
NR,HR,2016 ,21.06
NR,HU,2016 ,201.27
NR,IE,2016 ,361.89
NR,IL,2016 ,
NR,IN,2016 ,
NR,IS,2016 ,
NR,IT,2016 ,4242.17
NR,JP,2016 ,
NR,KR,2016 ,
NR,LI,2016 ,
NR,LT,2016 ,19.15
NR,LU,2016 ,61.46
NR,LV,2016 ,21.64
NR,MT,2016 ,6.65
NR,MX,2016 ,
NR,NL,2016 ,3452.44
NR,NO,2016 ,
NR,NZ,2016 ,
NR,PL,2016 ,627.33
NR,PT,2016 ,139.12
NR,RO,2016 ,98.91
NR,RU,2016 ,
NR,SE,2016 ,2900.34
NR,SG,2016 ,
NR,SI,2016 ,112.36
NR,SK,2016 ,54.23
NR,TR,2016 ,
NR,TW,2016 ,
NR,UK,2016 ,5543.35
NR,US,2016 ,
NR,WORLD,2016 ,
NR,ZA,2016 ,
PPS_HAB,AT,2016 ,
PPS_HAB,BE,2016 ,
PPS_HAB,BG,2016 ,
PPS_HAB,CH,2016 ,
PPS_HAB,CY,2016 ,
PPS_HAB,CZ,2016 ,
PPS_HAB,DE,2016 ,
PPS_HAB,DK,2016 ,
PPS_HAB,EA18,2016 ,
PPS_HAB,EE,2016 ,
PPS_HAB,EL,2016 ,
PPS_HAB,ES,2016 ,
PPS_HAB,EU28,2016 ,
PPS_HAB,FI,2016 ,
PPS_HAB,FR,2016 ,
PPS_HAB,HR,2016 ,
PPS_HAB,HU,2016 ,
PPS_HAB,IE,2016 ,
PPS_HAB,IS,2016 ,
PPS_HAB,IT,2016 ,
PPS_HAB,JP,2016 ,
PPS_HAB,LT,2016 ,
PPS_HAB,LU,2016 ,
PPS_HAB,LV,2016 ,
PPS_HAB,MT,2016 ,
PPS_HAB,NL,2016 ,
PPS_HAB,NO,2016 ,
PPS_HAB,PL,2016 ,
PPS_HAB,PT,2016 ,
PPS_HAB,RO,2016 ,
PPS_HAB,SE,2016 ,
PPS_HAB,SI,2016 ,
PPS_HAB,SK,2016 ,
PPS_HAB,TR,2016 ,
PPS_HAB,UK,2016 ,
PPS_HAB,US,2016 ,
P_BERD,AT,2016 ,
P_BERD,BE,2016 ,
P_BERD,BG,2016 ,
P_BERD,CH,2016 ,
P_BERD,CN_X_HK,2016 ,
P_BERD,CY,2016 ,
P_BERD,CZ,2016 ,
P_BERD,DE,2016 ,
P_BERD,DK,2016 ,
P_BERD,EA19,2016 ,
P_BERD,EE,2016 ,
P_BERD,EL,2016 ,
P_BERD,ES,2016 ,
P_BERD,EU28,2016 ,
P_BERD,FI,2016 ,
P_BERD,FR,2016 ,
P_BERD,HR,2016 ,
P_BERD,HU,2016 ,
P_BERD,IE,2016 ,
P_BERD,IS,2016 ,
P_BERD,IT,2016 ,
P_BERD,JP,2016 ,
P_BERD,KR,2016 ,
P_BERD,LT,2016 ,
P_BERD,LU,2016 ,
P_BERD,LV,2016 ,
P_BERD,MT,2016 ,
P_BERD,NL,2016 ,
P_BERD,NO,2016 ,
P_BERD,PL,2016 ,
P_BERD,PT,2016 ,
P_BERD,RO,2016 ,
P_BERD,RU,2016 ,
P_BERD,SE,2016 ,
P_BERD,SI,2016 ,
P_BERD,SK,2016 ,
P_BERD,TR,2016 ,
P_BERD,UK,2016 ,
P_BERD,US,2016 ,
P_GERD,AT,2016 ,
P_GERD,BE,2016 ,
P_GERD,BG,2016 ,
P_GERD,CH,2016 ,
P_GERD,CN_X_HK,2016 ,
P_GERD,CY,2016 ,
P_GERD,CZ,2016 ,
P_GERD,DE,2016 ,
P_GERD,DK,2016 ,
P_GERD,EA19,2016 ,
P_GERD,EE,2016 ,
P_GERD,EL,2016 ,
P_GERD,ES,2016 ,
P_GERD,EU28,2016 ,
P_GERD,FI,2016 ,
P_GERD,FR,2016 ,
P_GERD,HR,2016 ,
P_GERD,HU,2016 ,
P_GERD,IE,2016 ,
P_GERD,IS,2016 ,
P_GERD,IT,2016 ,
P_GERD,JP,2016 ,
P_GERD,KR,2016 ,
P_GERD,LT,2016 ,
P_GERD,LU,2016 ,
P_GERD,LV,2016 ,
P_GERD,MT,2016 ,
P_GERD,NL,2016 ,
P_GERD,NO,2016 ,
P_GERD,PL,2016 ,
P_GERD,PT,2016 ,
P_GERD,RO,2016 ,
P_GERD,RU,2016 ,
P_GERD,SE,2016 ,
P_GERD,SI,2016 ,
P_GERD,SK,2016 ,
P_GERD,TR,2016 ,
P_GERD,UK,2016 ,
P_GERD,US,2016 ,
P_MACT,AT,2016 ,
P_MACT,BE,2016 ,
P_MACT,BG,2016 ,
P_MACT,CY,2016 ,
P_MACT,CZ,2016 ,
P_MACT,DE,2016 ,
P_MACT,DK,2016 ,
P_MACT,EA18,2016 ,
P_MACT,EA19,2016 ,
P_MACT,EE,2016 ,
P_MACT,EL,2016 ,
P_MACT,ES,2016 ,
P_MACT,EU28,2016 ,
P_MACT,FI,2016 ,
P_MACT,FR,2016 ,
P_MACT,HR,2016 ,
P_MACT,HU,2016 ,
P_MACT,IE,2016 ,
P_MACT,IS,2016 ,
P_MACT,IT,2016 ,
P_MACT,LT,2016 ,
P_MACT,LU,2016 ,
P_MACT,LV,2016 ,
P_MACT,MT,2016 ,
P_MACT,NL,2016 ,
P_MACT,NO,2016 ,
P_MACT,PL,2016 ,
P_MACT,PT,2016 ,
P_MACT,RO,2016 ,
P_MACT,SE,2016 ,
P_MACT,SI,2016 ,
P_MACT,SK,2016 ,
P_MACT,TR,2016 ,
P_MACT,UK,2016 ,
P_MHAB,AT,2016 ,232.76
P_MHAB,AU,2016 ,
P_MHAB,BE,2016 ,140.49
P_MHAB,BG,2016 ,4.34
P_MHAB,BR,2016 ,
P_MHAB,CA,2016 ,
P_MHAB,CH,2016 ,
P_MHAB,CY,2016 ,10.99
P_MHAB,CZ,2016 ,30.19
P_MHAB,DE,2016 ,245.06
P_MHAB,DK,2016 ,240.47
P_MHAB,EA18,2016 ,133.09
P_MHAB,EA19,2016 ,132.02
P_MHAB,EE,2016 ,25.08
P_MHAB,EL,2016 ,8.54
P_MHAB,ES,2016 ,35.35
P_MHAB,EU28,2016 ,109.71
P_MHAB,FI,2016 ,239.63
P_MHAB,FR,2016 ,143.19
P_MHAB,HR,2016 ,5.03
P_MHAB,HU,2016 ,20.47
P_MHAB,IE,2016 ,76.57
P_MHAB,IL,2016 ,
P_MHAB,IN,2016 ,
P_MHAB,IS,2016 ,
P_MHAB,IT,2016 ,69.93
P_MHAB,JP,2016 ,
P_MHAB,KR,2016 ,
P_MHAB,LI,2016 ,
P_MHAB,LT,2016 ,6.63
P_MHAB,LU,2016 ,106.66
P_MHAB,LV,2016 ,10.99
P_MHAB,MT,2016 ,14.76
P_MHAB,MX,2016 ,
P_MHAB,NL,2016 ,203.33
P_MHAB,NO,2016 ,
P_MHAB,NZ,2016 ,
P_MHAB,PL,2016 ,16.52
P_MHAB,PT,2016 ,13.45
P_MHAB,RO,2016 ,5.01
P_MHAB,RU,2016 ,
P_MHAB,SE,2016 ,294.42
P_MHAB,SI,2016 ,54.43
P_MHAB,SK,2016 ,9.99
P_MHAB,TR,2016 ,
P_MHAB,UK,2016 ,84.78
P_MHAB,US,2016 ,
P_MHAB,ZA,2016 ,
GDP_BEUR,AT,2015 ,
GDP_BEUR,AU,2015 ,
GDP_BEUR,BE,2015 ,
GDP_BEUR,BG,2015 ,
GDP_BEUR,BR,2015 ,
GDP_BEUR,CA,2015 ,
GDP_BEUR,CH,2015 ,
GDP_BEUR,CY,2015 ,
GDP_BEUR,CZ,2015 ,
GDP_BEUR,DE,2015 ,
GDP_BEUR,DK,2015 ,
GDP_BEUR,EA18,2015 ,
GDP_BEUR,EE,2015 ,
GDP_BEUR,EL,2015 ,
GDP_BEUR,ES,2015 ,
GDP_BEUR,EU28,2015 ,
GDP_BEUR,FI,2015 ,
GDP_BEUR,FR,2015 ,
GDP_BEUR,HR,2015 ,
GDP_BEUR,HU,2015 ,
GDP_BEUR,IE,2015 ,
GDP_BEUR,IL,2015 ,
GDP_BEUR,IN,2015 ,
GDP_BEUR,IS,2015 ,
GDP_BEUR,IT,2015 ,
GDP_BEUR,JP,2015 ,
GDP_BEUR,KR,2015 ,
GDP_BEUR,LI,2015 ,
GDP_BEUR,LT,2015 ,
GDP_BEUR,LU,2015 ,
GDP_BEUR,LV,2015 ,
GDP_BEUR,MT,2015 ,
GDP_BEUR,MX,2015 ,
GDP_BEUR,NL,2015 ,
GDP_BEUR,NO,2015 ,
GDP_BEUR,NZ,2015 ,
GDP_BEUR,PL,2015 ,
GDP_BEUR,PT,2015 ,
GDP_BEUR,RO,2015 ,
GDP_BEUR,RU,2015 ,
GDP_BEUR,SE,2015 ,
GDP_BEUR,SI,2015 ,
GDP_BEUR,SK,2015 ,
GDP_BEUR,TR,2015 ,
GDP_BEUR,UK,2015 ,
GDP_BEUR,US,2015 ,
GDP_BEUR,ZA,2015 ,
MIO_PPS,AT,2015 ,
MIO_PPS,BE,2015 ,
MIO_PPS,BG,2015 ,
MIO_PPS,CH,2015 ,
MIO_PPS,CY,2015 ,
MIO_PPS,CZ,2015 ,
MIO_PPS,DE,2015 ,
MIO_PPS,DK,2015 ,
MIO_PPS,EA18,2015 ,
MIO_PPS,EE,2015 ,
MIO_PPS,EL,2015 ,
MIO_PPS,ES,2015 ,
MIO_PPS,EU28,2015 ,
MIO_PPS,FI,2015 ,
MIO_PPS,FR,2015 ,
MIO_PPS,HR,2015 ,
MIO_PPS,HU,2015 ,
MIO_PPS,IE,2015 ,
MIO_PPS,IS,2015 ,
MIO_PPS,IT,2015 ,
MIO_PPS,JP,2015 ,
MIO_PPS,LT,2015 ,
MIO_PPS,LU,2015 ,
MIO_PPS,LV,2015 ,
MIO_PPS,MT,2015 ,
MIO_PPS,NL,2015 ,
MIO_PPS,NO,2015 ,
MIO_PPS,PL,2015 ,
MIO_PPS,PT,2015 ,
MIO_PPS,RO,2015 ,
MIO_PPS,SE,2015 ,
MIO_PPS,SI,2015 ,
MIO_PPS,SK,2015 ,
MIO_PPS,TR,2015 ,
MIO_PPS,UK,2015 ,
MIO_PPS,US,2015 ,
NR,AT,2015 ,2001.61
NR,AU,2015 ,
NR,BE,2015 ,1569.72
NR,BG,2015 ,31.88
NR,BR,2015 ,
NR,CA,2015 ,
NR,CH,2015 ,
NR,CN_X_HK,2015 ,
NR,CY,2015 ,8.76
NR,CZ,2015 ,295.4
NR,DE,2015 ,21030.44
NR,DK,2015 ,1362.08
NR,EA18,2015 ,46010.73
NR,EA19,2015 ,46035.23
NR,EE,2015 ,38.32
NR,EL,2015 ,97.2
NR,ES,2015 ,1628.73
NR,EU27_2020,2015 ,51545.3
NR,EU28,2015 ,57237.39
NR,FI,2015 ,1384.73
NR,FR,2015 ,9601.54
NR,HK,2015 ,
NR,HR,2015 ,17.91
NR,HU,2015 ,205.23
NR,IE,2015 ,382.11
NR,IL,2015 ,
NR,IN,2015 ,
NR,IS,2015 ,
NR,IT,2015 ,4369.99
NR,JP,2015 ,
NR,KR,2015 ,
NR,LI,2015 ,
NR,LT,2015 ,24.5
NR,LU,2015 ,65.37
NR,LV,2015 ,26.17
NR,MT,2015 ,7.43
NR,MX,2015 ,
NR,NL,2015 ,3500.2
NR,NO,2015 ,
NR,NZ,2015 ,
NR,PL,2015 ,578.38
NR,PT,2015 ,137.37
NR,RO,2015 ,93.51
NR,RU,2015 ,
NR,SE,2015 ,2925.66
NR,SG,2015 ,
NR,SI,2015 ,119.09
NR,SK,2015 ,41.93
NR,TR,2015 ,
NR,TW,2015 ,
NR,UK,2015 ,5692.11
NR,US,2015 ,
NR,WORLD,2015 ,
NR,ZA,2015 ,
PPS_HAB,AT,2015 ,
PPS_HAB,BE,2015 ,
PPS_HAB,BG,2015 ,
PPS_HAB,CH,2015 ,
PPS_HAB,CY,2015 ,
PPS_HAB,CZ,2015 ,
PPS_HAB,DE,2015 ,
PPS_HAB,DK,2015 ,
PPS_HAB,EA18,2015 ,
PPS_HAB,EE,2015 ,
PPS_HAB,EL,2015 ,
PPS_HAB,ES,2015 ,
PPS_HAB,EU28,2015 ,
PPS_HAB,FI,2015 ,
PPS_HAB,FR,2015 ,
PPS_HAB,HR,2015 ,
PPS_HAB,HU,2015 ,
PPS_HAB,IE,2015 ,
PPS_HAB,IS,2015 ,
PPS_HAB,IT,2015 ,
PPS_HAB,JP,2015 ,
PPS_HAB,LT,2015 ,
PPS_HAB,LU,2015 ,
PPS_HAB,LV,2015 ,
PPS_HAB,MT,2015 ,
PPS_HAB,NL,2015 ,
PPS_HAB,NO,2015 ,
PPS_HAB,PL,2015 ,
PPS_HAB,PT,2015 ,
PPS_HAB,RO,2015 ,
PPS_HAB,SE,2015 ,
PPS_HAB,SI,2015 ,
PPS_HAB,SK,2015 ,
PPS_HAB,TR,2015 ,
PPS_HAB,UK,2015 ,
PPS_HAB,US,2015 ,
P_BERD,AT,2015 ,
P_BERD,BE,2015 ,
P_BERD,BG,2015 ,
P_BERD,CH,2015 ,
P_BERD,CN_X_HK,2015 ,
P_BERD,CY,2015 ,
P_BERD,CZ,2015 ,
P_BERD,DE,2015 ,
P_BERD,DK,2015 ,
P_BERD,EA19,2015 ,
P_BERD,EE,2015 ,
P_BERD,EL,2015 ,
P_BERD,ES,2015 ,
P_BERD,EU28,2015 ,
P_BERD,FI,2015 ,
P_BERD,FR,2015 ,
P_BERD,HR,2015 ,
P_BERD,HU,2015 ,
P_BERD,IE,2015 ,
